Year,Age at time of death,Sex,Causes of death,Value
2022,25 to 29 years,Females,Diseases of heart,1.2
2022,25 to 29 years,Females,Influenza and pneumonia,0.4
2022,25 to 29 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,25 to 29 years,Females,Chronic lower respiratory diseases,0.1
2022,30 to 34 years,Both sexes,Malignant neoplasms,8.3
2022,30 to 34 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2022,30 to 34 years,Both sexes,Diabetes mellitus,0.9
2022,30 to 34 years,Both sexes,Diseases of heart,3.8
2022,30 to 34 years,Both sexes,Influenza and pneumonia,0.6
2022,30 to 34 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,30 to 34 years,Both sexes,Chronic lower respiratory diseases,0.2
2022,30 to 34 years,Males,Malignant neoplasms,6.7
2022,30 to 34 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2022,30 to 34 years,Males,Diabetes mellitus,1.3
2022,30 to 34 years,Males,Diseases of heart,5.2
2022,30 to 34 years,Males,Influenza and pneumonia,0.6
2022,30 to 34 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,30 to 34 years,Males,Chronic lower respiratory diseases,0.1
2022,30 to 34 years,Females,Malignant neoplasms,9.9
2022,30 to 34 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,30 to 34 years,Females,Diabetes mellitus,0.6
2022,30 to 34 years,Females,Diseases of heart,2.3
2022,30 to 34 years,Females,Influenza and pneumonia,0.7
2022,30 to 34 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,30 to 34 years,Females,Chronic lower respiratory diseases,0.3
2022,35 to 44 years,Both sexes,Malignant neoplasms,20.6
2022,35 to 44 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2022,35 to 44 years,Both sexes,Diabetes mellitus,2.2
2022,35 to 44 years,Both sexes,Diseases of heart,9.3
2022,35 to 44 years,Both sexes,Influenza and pneumonia,0.9
2022,35 to 44 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,35 to 44 years,Both sexes,Chronic lower respiratory diseases,0.3
2022,35 to 44 years,Males,Malignant neoplasms,16.9
2022,35 to 44 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2022,35 to 44 years,Males,Diabetes mellitus,3.0
2022,35 to 44 years,Males,Diseases of heart,12.9
2022,35 to 44 years,Males,Influenza and pneumonia,0.8
2022,35 to 44 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,35 to 44 years,Males,Chronic lower respiratory diseases,0.3
2022,35 to 44 years,Females,Malignant neoplasms,24.2
2022,35 to 44 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,35 to 44 years,Females,Diabetes mellitus,1.5
2022,35 to 44 years,Females,Diseases of heart,5.7
2022,35 to 44 years,Females,Influenza and pneumonia,1.0
2022,35 to 44 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,35 to 44 years,Females,Chronic lower respiratory diseases,0.4
2022,35 to 39 years,Both sexes,Malignant neoplasms,14.7
2022,35 to 39 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2022,35 to 39 years,Both sexes,Diabetes mellitus,1.6
2022,35 to 39 years,Both sexes,Diseases of heart,7.4
2022,35 to 39 years,Both sexes,Influenza and pneumonia,0.8
2022,35 to 39 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,35 to 39 years,Both sexes,Chronic lower respiratory diseases,0.3
2022,35 to 39 years,Males,Malignant neoplasms,11.6
2022,35 to 39 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2022,35 to 39 years,Males,Diabetes mellitus,2.0
2022,35 to 39 years,Males,Diseases of heart,9.9
2022,35 to 39 years,Males,Influenza and pneumonia,0.7
2022,35 to 39 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,35 to 39 years,Males,Chronic lower respiratory diseases,0.2
2022,35 to 39 years,Females,Malignant neoplasms,17.9
2022,35 to 39 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2022,35 to 39 years,Females,Diabetes mellitus,1.2
2022,35 to 39 years,Females,Diseases of heart,4.9
2022,35 to 39 years,Females,Influenza and pneumonia,0.9
2022,35 to 39 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,35 to 39 years,Females,Chronic lower respiratory diseases,0.3
2022,40 to 44 years,Both sexes,Malignant neoplasms,26.7
2022,40 to 44 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2022,40 to 44 years,Both sexes,Diabetes mellitus,3.0
2022,40 to 44 years,Both sexes,Diseases of heart,11.3
2022,40 to 44 years,Both sexes,Influenza and pneumonia,1.0
2022,40 to 44 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,40 to 44 years,Both sexes,Chronic lower respiratory diseases,0.4
2022,40 to 44 years,Males,Malignant neoplasms,22.5
2022,40 to 44 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2022,40 to 44 years,Males,Diabetes mellitus,4.1
2022,40 to 44 years,Males,Diseases of heart,16.2
2022,40 to 44 years,Males,Influenza and pneumonia,0.9
2022,40 to 44 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,40 to 44 years,Males,Chronic lower respiratory diseases,0.4
2022,40 to 44 years,Females,Malignant neoplasms,30.8
2022,40 to 44 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2022,40 to 44 years,Females,Diabetes mellitus,1.9
2022,40 to 44 years,Females,Diseases of heart,6.6
2022,40 to 44 years,Females,Influenza and pneumonia,1.1
2022,40 to 44 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,40 to 44 years,Females,Chronic lower respiratory diseases,0.5
2022,45 to 54 years,Both sexes,Malignant neoplasms,69.1
2022,45 to 54 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.8
2022,45 to 54 years,Both sexes,Diabetes mellitus,6.4
2022,45 to 54 years,Both sexes,Diseases of heart,32.3
2022,45 to 54 years,Both sexes,Influenza and pneumonia,2.7
2022,45 to 54 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,45 to 54 years,Both sexes,Chronic lower respiratory diseases,2.4
2022,45 to 54 years,Males,Malignant neoplasms,62.5
2022,45 to 54 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.0
2022,45 to 54 years,Males,Diabetes mellitus,8.9
2022,45 to 54 years,Males,Diseases of heart,49.7
2022,45 to 54 years,Males,Influenza and pneumonia,3.1
2022,45 to 54 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,45 to 54 years,Males,Chronic lower respiratory diseases,2.8
2022,45 to 54 years,Females,Malignant neoplasms,75.6
2022,45 to 54 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2022,45 to 54 years,Females,Diabetes mellitus,3.8
2022,45 to 54 years,Females,Diseases of heart,15.2
2022,45 to 54 years,Females,Influenza and pneumonia,2.4
2022,45 to 54 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,45 to 54 years,Females,Chronic lower respiratory diseases,2.1
2022,45 to 49 years,Both sexes,Malignant neoplasms,49.7
2022,45 to 49 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.7
2022,45 to 49 years,Both sexes,Diabetes mellitus,4.5
2022,45 to 49 years,Both sexes,Diseases of heart,22.8
2022,45 to 49 years,Both sexes,Influenza and pneumonia,2.3
2022,45 to 49 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,45 to 49 years,Both sexes,Chronic lower respiratory diseases,1.4
2022,45 to 49 years,Males,Malignant neoplasms,42.1
2022,45 to 49 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.8
2022,45 to 49 years,Males,Diabetes mellitus,6.0
2022,45 to 49 years,Males,Diseases of heart,33.7
2022,45 to 49 years,Males,Influenza and pneumonia,2.9
2022,45 to 49 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,45 to 49 years,Males,Chronic lower respiratory diseases,1.4
2022,45 to 49 years,Females,Malignant neoplasms,57.1
2022,45 to 49 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2022,45 to 49 years,Females,Diabetes mellitus,3.1
2022,45 to 49 years,Females,Diseases of heart,12.1
2022,45 to 49 years,Females,Influenza and pneumonia,1.7
2022,45 to 49 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,45 to 49 years,Females,Chronic lower respiratory diseases,1.3
2022,50 to 54 years,Both sexes,Malignant neoplasms,88.4
2022,50 to 54 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.9
2022,50 to 54 years,Both sexes,Diabetes mellitus,8.2
2022,50 to 54 years,Both sexes,Diseases of heart,41.7
2022,50 to 54 years,Both sexes,Influenza and pneumonia,3.2
2022,50 to 54 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,50 to 54 years,Both sexes,Chronic lower respiratory diseases,3.5
2022,50 to 54 years,Males,Malignant neoplasms,82.8
2022,50 to 54 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.2
2022,50 to 54 years,Males,Diabetes mellitus,11.9
2022,50 to 54 years,Males,Diseases of heart,65.5
2022,50 to 54 years,Males,Influenza and pneumonia,3.3
2022,50 to 54 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,50 to 54 years,Males,Chronic lower respiratory diseases,4.2
2022,50 to 54 years,Females,Malignant neoplasms,94.0
2022,50 to 54 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2022,50 to 54 years,Females,Diabetes mellitus,4.5
2022,50 to 54 years,Females,Diseases of heart,18.3
2022,50 to 54 years,Females,Influenza and pneumonia,3.0
2022,50 to 54 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,50 to 54 years,Females,Chronic lower respiratory diseases,2.8
2022,55 to 64 years,Both sexes,Malignant neoplasms,223.6
2022,55 to 64 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.4
2022,55 to 64 years,Both sexes,Diabetes mellitus,16.5
2022,55 to 64 years,Both sexes,Diseases of heart,97.7
2022,55 to 64 years,Both sexes,Influenza and pneumonia,6.7
2022,55 to 64 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,55 to 64 years,Both sexes,Chronic lower respiratory diseases,20.9
2022,55 to 64 years,Males,Malignant neoplasms,236.4
2022,55 to 64 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.1
2022,55 to 64 years,Males,Diabetes mellitus,21.9
2022,55 to 64 years,Males,Diseases of heart,146.7
2022,55 to 64 years,Males,Influenza and pneumonia,8.4
2022,55 to 64 years,Males,Acute bronchitis and bronchiolitis,0.1
2022,55 to 64 years,Males,Chronic lower respiratory diseases,22.7
2022,55 to 64 years,Females,Malignant neoplasms,211.1
2022,55 to 64 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.7
2022,55 to 64 years,Females,Diabetes mellitus,11.1
2022,55 to 64 years,Females,Diseases of heart,49.8
2022,55 to 64 years,Females,Influenza and pneumonia,5.1
2022,55 to 64 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,55 to 64 years,Females,Chronic lower respiratory diseases,19.3
2022,55 to 59 years,Both sexes,Malignant neoplasms,160.9
2022,55 to 59 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.7
2022,55 to 59 years,Both sexes,Diabetes mellitus,12.4
2022,55 to 59 years,Both sexes,Diseases of heart,72.8
2022,55 to 59 years,Both sexes,Influenza and pneumonia,5.0
2022,55 to 59 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,55 to 59 years,Both sexes,Chronic lower respiratory diseases,12.8
2022,55 to 59 years,Males,Malignant neoplasms,166.9
2022,55 to 59 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.3
2022,55 to 59 years,Males,Diabetes mellitus,16.7
2022,55 to 59 years,Males,Diseases of heart,110.7
2022,55 to 59 years,Males,Influenza and pneumonia,6.1
2022,55 to 59 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,55 to 59 years,Males,Chronic lower respiratory diseases,14.4
2022,55 to 59 years,Females,Malignant neoplasms,154.9
2022,55 to 59 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.1
2022,55 to 59 years,Females,Diabetes mellitus,8.1
2022,55 to 59 years,Females,Diseases of heart,35.4
2022,55 to 59 years,Females,Influenza and pneumonia,3.8
2022,55 to 59 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,55 to 59 years,Females,Chronic lower respiratory diseases,11.1
2022,60 to 64 years,Both sexes,Malignant neoplasms,286.2
2022,60 to 64 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.1
2022,60 to 64 years,Both sexes,Diabetes mellitus,20.5
2022,60 to 64 years,Both sexes,Diseases of heart,122.5
2022,60 to 64 years,Both sexes,Influenza and pneumonia,8.4
2022,60 to 64 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,60 to 64 years,Both sexes,Chronic lower respiratory diseases,29.1
2022,60 to 64 years,Males,Malignant neoplasms,306.3
2022,60 to 64 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",4.0
2022,60 to 64 years,Males,Diabetes mellitus,27.2
2022,60 to 64 years,Males,Diseases of heart,182.9
2022,60 to 64 years,Males,Influenza and pneumonia,10.7
2022,60 to 64 years,Males,Acute bronchitis and bronchiolitis,0.1
2022,60 to 64 years,Males,Chronic lower respiratory diseases,30.9
2022,60 to 64 years,Females,Malignant neoplasms,266.8
2022,60 to 64 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.3
2022,60 to 64 years,Females,Diabetes mellitus,14.1
2022,60 to 64 years,Females,Diseases of heart,63.9
2022,60 to 64 years,Females,Influenza and pneumonia,6.3
2022,60 to 64 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,60 to 64 years,Females,Chronic lower respiratory diseases,27.4
2022,65 to 74 years,Both sexes,Malignant neoplasms,545.3
2022,65 to 74 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",7.8
2022,65 to 74 years,Both sexes,Diabetes mellitus,37.8
2022,65 to 74 years,Both sexes,Diseases of heart,242.5
2022,65 to 74 years,Both sexes,Influenza and pneumonia,18.2
2022,65 to 74 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,65 to 74 years,Both sexes,Chronic lower respiratory diseases,72.5
2022,65 to 74 years,Males,Malignant neoplasms,620.5
2022,65 to 74 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",10.0
2022,65 to 74 years,Males,Diabetes mellitus,49.4
2022,65 to 74 years,Males,Diseases of heart,345.2
2022,65 to 74 years,Males,Influenza and pneumonia,23.4
2022,65 to 74 years,Males,Acute bronchitis and bronchiolitis,0.1
2022,65 to 74 years,Males,Chronic lower respiratory diseases,81.5
2022,65 to 74 years,Females,Malignant neoplasms,475.5
2022,65 to 74 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",5.7
2022,65 to 74 years,Females,Diabetes mellitus,27.1
2022,65 to 74 years,Females,Diseases of heart,147.1
2022,65 to 74 years,Females,Influenza and pneumonia,13.4
2022,65 to 74 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,65 to 74 years,Females,Chronic lower respiratory diseases,64.2
2022,65 to 69 years,Both sexes,Malignant neoplasms,451.6
2022,65 to 69 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",5.2
2022,65 to 69 years,Both sexes,Diabetes mellitus,29.7
2022,65 to 69 years,Both sexes,Diseases of heart,192.8
2022,65 to 69 years,Both sexes,Influenza and pneumonia,13.3
2022,65 to 69 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,65 to 69 years,Both sexes,Chronic lower respiratory diseases,55.8
2022,65 to 69 years,Males,Malignant neoplasms,502.1
2022,65 to 69 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",7.2
2022,65 to 69 years,Males,Diabetes mellitus,40.1
2022,65 to 69 years,Males,Diseases of heart,280.6
2022,65 to 69 years,Males,Influenza and pneumonia,16.8
2022,65 to 69 years,Males,Acute bronchitis and bronchiolitis,0.1
2022,65 to 69 years,Males,Chronic lower respiratory diseases,62.6
2022,65 to 69 years,Females,Malignant neoplasms,404.2
2022,65 to 69 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.2
2022,65 to 69 years,Females,Diabetes mellitus,19.9
2022,65 to 69 years,Females,Diseases of heart,110.3
2022,65 to 69 years,Females,Influenza and pneumonia,9.9
2022,65 to 69 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,65 to 69 years,Females,Chronic lower respiratory diseases,49.3
2022,70 to 74 years,Both sexes,Malignant neoplasms,660.3
2022,70 to 74 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",11.0
2022,70 to 74 years,Both sexes,Diabetes mellitus,47.9
2022,70 to 74 years,Both sexes,Diseases of heart,303.4
2022,70 to 74 years,Both sexes,Influenza and pneumonia,24.3
2022,70 to 74 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,70 to 74 years,Both sexes,Chronic lower respiratory diseases,93.1
2022,70 to 74 years,Males,Malignant neoplasms,768.1
2022,70 to 74 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",13.4
2022,70 to 74 years,Males,Diabetes mellitus,61.1
2022,70 to 74 years,Males,Diseases of heart,425.6
2022,70 to 74 years,Males,Influenza and pneumonia,31.5
