Year,Geography,Type of work,Occupation,Sex,Age group,GeoCode,Value
2016,Canada,Part-time employees,"Health occupations, except management",Males,55 years and over,,44.74
2016,Canada,Part-time employees,"Health occupations, except management",Females,15 years and over,,27.72
2016,Canada,Part-time employees,"Health occupations, except management",Females,15 to 24 years,,18.71
2016,Canada,Part-time employees,"Health occupations, except management",Females,25 to 54 years,,28.46
2016,Canada,Part-time employees,"Health occupations, except management",Females,55 years and over,,30.26
2016,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,15 years and over,,26.92
2016,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,15 to 24 years,,17.69
2016,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,25 to 54 years,,28.21
2016,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,55 years and over,,30.24
2016,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Males,15 years and over,,31.16
2016,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Males,15 to 24 years,,18.08
2016,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Males,25 to 54 years,,33.11
2016,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Males,55 years and over,,39.35
2016,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Females,15 years and over,,25.79
2016,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Females,15 to 24 years,,17.52
2016,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Females,25 to 54 years,,27.22
2016,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Females,55 years and over,,27.26
2016,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,15 years and over,,18.37
2016,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,15 to 24 years,,15.02
2016,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,25 to 54 years,,23.38
2016,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,55 years and over,,23.28
2016,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Males,15 years and over,,18.1
2016,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Males,15 to 24 years,,15.1
2016,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Males,25 to 54 years,,23.51
2016,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Males,55 years and over,,23.92
2016,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Females,15 years and over,,18.53
2016,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Females,15 to 24 years,,14.97
2016,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Females,25 to 54 years,,23.31
2016,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Females,55 years and over,,23.01
2016,Canada,Part-time employees,"Sales and service occupations, except management",Both sexes,15 years and over,,13.28
2016,Canada,Part-time employees,"Sales and service occupations, except management",Both sexes,15 to 24 years,,12.04
2016,Canada,Part-time employees,"Sales and service occupations, except management",Both sexes,25 to 54 years,,15.08
2016,Canada,Part-time employees,"Sales and service occupations, except management",Both sexes,55 years and over,,14.9
2016,Canada,Part-time employees,"Sales and service occupations, except management",Males,15 years and over,,13.16
2016,Canada,Part-time employees,"Sales and service occupations, except management",Males,15 to 24 years,,12.02
2016,Canada,Part-time employees,"Sales and service occupations, except management",Males,25 to 54 years,,15.62
2016,Canada,Part-time employees,"Sales and service occupations, except management",Males,55 years and over,,15.43
2016,Canada,Part-time employees,"Sales and service occupations, except management",Females,15 years and over,,13.35
2016,Canada,Part-time employees,"Sales and service occupations, except management",Females,15 to 24 years,,12.06
2016,Canada,Part-time employees,"Sales and service occupations, except management",Females,25 to 54 years,,14.89
2016,Canada,Part-time employees,"Sales and service occupations, except management",Females,55 years and over,,14.65
2016,Canada,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Both sexes,15 years and over,,19.21
2016,Canada,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Both sexes,15 to 24 years,,14.86
2016,Canada,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Both sexes,25 to 54 years,,21.57
2016,Canada,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Both sexes,55 years and over,,19.91
2016,Canada,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Males,15 years and over,,19.72
